# eta lambda l= m to 9 (computed with gyre.eval_lambda)
82.34000 4.0121720514e+00 7.1137721212e+03 6.1354329861e+04 1.6982863699e+05 3.3253973359e+05 5.4948778652e+05 8.2067282743e+05 1.1460948658e+06
82.36000 4.0121690891e+00 7.1171461123e+03 6.1384055853e+04 1.6991106698e+05 3.3270121958e+05 5.4975468050e+05 8.2107148142e+05 1.1466516318e+06
82.38000 4.0121661282e+00 7.1205209034e+03 6.1413789045e+04 1.6999351696e+05 3.3286274477e+05 5.5002163929e+05 8.2147023221e+05 1.1472085330e+06
82.40000 4.0121631687e+00 7.1238964945e+03 6.1443529436e+04 1.7007598695e+05 3.3302430916e+05 5.5028866288e+05 8.2186907979e+05 1.1477655694e+06
82.42000 4.0121602107e+00 7.1272728856e+03 6.1473277028e+04 1.7015847694e+05 3.3318591274e+05 5.5055575127e+05 8.2226802418e+05 1.1483227409e+06
82.44000 4.0121572541e+00 7.1306500768e+03 6.1503031820e+04 1.7024098693e+05 3.3334755553e+05 5.5082290445e+05 8.2266706537e+05 1.1488800477e+06
82.46000 4.0121542990e+00 7.1340280679e+03 6.1532793811e+04 1.7032351692e+05 3.3350923752e+05 5.5109012244e+05 8.2306620336e+05 1.1494374897e+06
82.48000 4.0121513452e+00 7.1374068590e+03 6.1562563003e+04 1.7040606691e+05 3.3367095871e+05 5.5135740523e+05 8.2346543814e+05 1.1499950669e+06
82.50000 4.0121483930e+00 7.1407864502e+03 6.1592339395e+04 1.7048863690e+05 3.3383271909e+05 5.5162475281e+05 8.2386476973e+05 1.1505527793e+06
82.52000 4.0121454421e+00 7.1441668413e+03 6.1622122986e+04 1.7057122688e+05 3.3399451868e+05 5.5189216520e+05 8.2426419812e+05 1.1511106269e+06
82.54000 4.0121424927e+00 7.1475480325e+03 6.1651913778e+04 1.7065383687e+05 3.3415635747e+05 5.5215964239e+05 8.2466372331e+05 1.1516686097e+06
82.56000 4.0121395447e+00 7.1509300236e+03 6.1681711770e+04 1.7073646686e+05 3.3431823546e+05 5.5242718438e+05 8.2506334529e+05 1.1522267277e+06
82.58000 4.0121365982e+00 7.1543128148e+03 6.1711516961e+04 1.7081911685e+05 3.3448015264e+05 5.5269479116e+05 8.2546306408e+05 1.1527849808e+06
82.60000 4.0121336530e+00 7.1576964059e+03 6.1741329353e+04 1.7090178684e+05 3.3464210903e+05 5.5296246275e+05 8.2586287967e+05 1.1533433692e+06
82.62000 4.0121307093e+00 7.1610807971e+03 6.1771148945e+04 1.7098447683e+05 3.3480410462e+05 5.5323019914e+05 8.2626279205e+05 1.1539018928e+06
82.64000 4.0121277671e+00 7.1644659883e+03 6.1800975737e+04 1.7106718682e+05 3.3496613941e+05 5.5349800033e+05 8.2666280124e+05 1.1544605516e+06
82.66000 4.0121248262e+00 7.1678519794e+03 6.1830809728e+04 1.7114991680e+05 3.3512821340e+05 5.5376586631e+05 8.2706290723e+05 1.1550193456e+06
82.68000 4.0121218868e+00 7.1712387706e+03 6.1860650920e+04 1.7123266679e+05 3.3529032658e+05 5.5403379710e+05 8.2746311002e+05 1.1555782748e+06
82.70000 4.0121189489e+00 7.1746263618e+03 6.1890499312e+04 1.7131543678e+05 3.3545247897e+05 5.5430179269e+05 8.2786340960e+05 1.1561373392e+06
82.72000 4.0121160123e+00 7.1780147530e+03 6.1920354903e+04 1.7139822677e+05 3.3561467056e+05 5.5456985308e+05 8.2826380599e+05 1.1566965388e+06
82.74000 4.0121130771e+00 7.1814039442e+03 6.1950217695e+04 1.7148103676e+05 3.3577690135e+05 5.5483797826e+05 8.2866429918e+05 1.1572558735e+06
82.76000 4.0121101434e+00 7.1847939354e+03 6.1980087687e+04 1.7156386675e+05 3.3593917133e+05 5.5510616825e+05 8.2906488916e+05 1.1578153435e+06
82.78000 4.0121072111e+00 7.1881847266e+03 6.2009964879e+04 1.7164671674e+05 3.3610148052e+05 5.5537442304e+05 8.2946557595e+05 1.1583749487e+06
82.80000 4.0121042803e+00 7.1915763178e+03 6.2039849270e+04 1.7172958672e+05 3.3626382891e+05 5.5564274262e+05 8.2986635954e+05 1.1589346891e+06
82.82000 4.0121013508e+00 7.1949687090e+03 6.2069740862e+04 1.7181247671e+05 3.3642621650e+05 5.5591112701e+05 8.3026723993e+05 1.1594945647e+06
82.84000 4.0120984228e+00 7.1983619002e+03 6.2099639654e+04 1.7189538670e+05 3.3658864328e+05 5.5617957620e+05 8.3066821711e+05 1.1600545755e+06
82.86000 4.0120954961e+00 7.2017558914e+03 6.2129545646e+04 1.7197831669e+05 3.3675110927e+05 5.5644809019e+05 8.3106929110e+05 1.1606147215e+06
82.88000 4.0120925709e+00 7.2051506826e+03 6.2159458837e+04 1.7206126668e+05 3.3691361446e+05 5.5671666897e+05 8.3147046189e+05 1.1611750026e+06
82.90000 4.0120896471e+00 7.2085462739e+03 6.2189379229e+04 1.7214423667e+05 3.3707615885e+05 5.5698531256e+05 8.3187172948e+05 1.1617354190e+06
82.92000 4.0120867247e+00 7.2119426651e+03 6.2219306821e+04 1.7222722666e+05 3.3723874243e+05 5.5725402095e+05 8.3227309386e+05 1.1622959706e+06
82.94000 4.0120838038e+00 7.2153398563e+03 6.2249241613e+04 1.7231023664e+05 3.3740136522e+05 5.5752279414e+05 8.3267455505e+05 1.1628566574e+06
82.96000 4.0120808842e+00 7.2187378476e+03 6.2279183604e+04 1.7239326663e+05 3.3756402721e+05 5.5779163212e+05 8.3307611304e+05 1.1634174794e+06
82.98000 4.0120779661e+00 7.2221366388e+03 6.2309132796e+04 1.7247631662e+05 3.3772672840e+05 5.5806053491e+05 8.3347776783e+05 1.1639784366e+06
83.00000 4.0120750493e+00 7.2255362301e+03 6.2339089188e+04 1.7255938661e+05 3.3788946879e+05 5.5832950250e+05 8.3387951941e+05 1.1645395290e+06
83.02000 4.0120721340e+00 7.2289366213e+03 6.2369052780e+04 1.7264247660e+05 3.3805224837e+05 5.5859853489e+05 8.3428136780e+05 1.1651007566e+06
83.04000 4.0120692201e+00 7.2323378126e+03 6.2399023572e+04 1.7272558659e+05 3.3821506716e+05 5.5886763207e+05 8.3468331299e+05 1.1656621193e+06
83.06000 4.0120663076e+00 7.2357398038e+03 6.2429001563e+04 1.7280871658e+05 3.3837792515e+05 5.5913679406e+05 8.3508535497e+05 1.1662236173e+06
83.08000 4.0120633965e+00 7.2391425951e+03 6.2458986755e+04 1.7289186656e+05 3.3854082234e+05 5.5940602085e+05 8.3548749376e+05 1.1667852505e+06
83.10000 4.0120604867e+00 7.2425461864e+03 6.2488979147e+04 1.7297503655e+05 3.3870375872e+05 5.5967531244e+05 8.3588972935e+05 1.1673470189e+06
83.12000 4.0120575784e+00 7.2459505776e+03 6.2518978739e+04 1.7305822654e+05 3.3886673431e+05 5.5994466882e+05 8.3629206174e+05 1.1679089225e+06
83.14000 4.0120546715e+00 7.2493557689e+03 6.2548985531e+04 1.7314143653e+05 3.3902974910e+05 5.6021409001e+05 8.3669449092e+05 1.1684709613e+06
83.16000 4.0120517660e+00 7.2527617602e+03 6.2578999522e+04 1.7322466652e+05 3.3919280309e+05 5.6048357600e+05 8.3709701691e+05 1.1690331353e+06
83.18000 4.0120488619e+00 7.2561685515e+03 6.2609020714e+04 1.7330791651e+05 3.3935589628e+05 5.6075312679e+05 8.3749963970e+05 1.1695954445e+06
83.20000 4.0120459592e+00 7.2595761428e+03 6.2639049106e+04 1.7339118650e+05 3.3951902866e+05 5.6102274237e+05 8.3790235929e+05 1.1701578888e+06
83.22000 4.0120430579e+00 7.2629845340e+03 6.2669084698e+04 1.7347447649e+05 3.3968220025e+05 5.6129242276e+05 8.3830517567e+05 1.1707204684e+06
83.24000 4.0120401580e+00 7.2663937253e+03 6.2699127490e+04 1.7355778647e+05 3.3984541104e+05 5.6156216795e+05 8.3870808886e+05 1.1712831832e+06
83.26000 4.0120372595e+00 7.2698037166e+03 6.2729177481e+04 1.7364111646e+05 3.4000866103e+05 5.6183197794e+05 8.3911109885e+05 1.1718460332e+06
83.28000 4.0120343624e+00 7.2732145079e+03 6.2759234673e+04 1.7372446645e+05 3.4017195021e+05 5.6210185272e+05 8.3951420564e+05 1.1724090184e+06
83.30000 4.0120314667e+00 7.2766260993e+03 6.2789299065e+04 1.7380783644e+05 3.4033527860e+05 5.6237179231e+05 8.3991740922e+05 1.1729721388e+06
83.32000 4.0120285724e+00 7.2800384906e+03 6.2819370657e+04 1.7389122643e+05 3.4049864619e+05 5.6264179670e+05 8.4032070961e+05 1.1735353944e+06
83.34000 4.0120256794e+00 7.2834516819e+03 6.2849449449e+04 1.7397463642e+05 3.4066205298e+05 5.6291186589e+05 8.4072410680e+05 1.1740987852e+06
83.36000 4.0120227879e+00 7.2868656732e+03 6.2879535441e+04 1.7405806641e+05 3.4082549897e+05 5.6318199987e+05 8.4112760079e+05 1.1746623111e+06
83.38000 4.0120198977e+00 7.2902804645e+03 6.2909628633e+04 1.7414151639e+05 3.4098898415e+05 5.6345219866e+05 8.4153119157e+05 1.1752259723e+06
83.40000 4.0120170090e+00 7.2936960559e+03 6.2939729024e+04 1.7422498638e+05 3.4115250854e+05 5.6372246225e+05 8.4193487916e+05 1.1757897687e+06
83.42000 4.0120141216e+00 7.2971124472e+03 6.2969836616e+04 1.7430847637e+05 3.4131607213e+05 5.6399279064e+05 8.4233866355e+05 1.1763537003e+06
83.44000 4.0120112356e+00 7.3005296385e+03 6.2999951408e+04 1.7439198636e+05 3.4147967492e+05 5.6426318382e+05 8.4274254474e+05 1.1769177671e+06
83.46000 4.0120083510e+00 7.3039476299e+03 6.3030073400e+04 1.7447551635e+05 3.4164331691e+05 5.6453364181e+05 8.4314652272e+05 1.1774819691e+06
83.48000 4.0120054678e+00 7.3073664212e+03 6.3060202592e+04 1.7455906634e+05 3.4180699809e+05 5.6480416460e+05 8.4355059751e+05 1.1780463063e+06
83.50000 4.0120025860e+00 7.3107860126e+03 6.3090338984e+04 1.7464263633e+05 3.4197071848e+05 5.6507475219e+05 8.4395476910e+05 1.1786107787e+06
83.52000 4.0119997055e+00 7.3142064039e+03 6.3120482576e+04 1.7472622632e+05 3.4213447807e+05 5.6534540457e+05 8.4435903749e+05 1.1791753862e+06
83.54000 4.0119968264e+00 7.3176275953e+03 6.3150633368e+04 1.7480983631e+05 3.4229827686e+05 5.6561612176e+05 8.4476340267e+05 1.1797401290e+06
83.56000 4.0119939488e+00 7.3210495867e+03 6.3180791359e+04 1.7489346629e+05 3.4246211485e+05 5.6588690375e+05 8.4516786466e+05 1.1803050070e+06
83.58000 4.0119910724e+00 7.3244723780e+03 6.3210956551e+04 1.7497711628e+05 3.4262599203e+05 5.6615775054e+05 8.4557242345e+05 1.1808700202e+06
83.60000 4.0119881975e+00 7.3278959694e+03 6.3241128943e+04 1.7506078627e+05 3.4278990842e+05 5.6642866212e+05 8.4597707904e+05 1.1814351686e+06
83.62000 4.0119853240e+00 7.3313203608e+03 6.3271308535e+04 1.7514447626e+05 3.4295386401e+05 5.6669963851e+05 8.4638183142e+05 1.1820004522e+06
83.64000 4.0119824518e+00 7.3347455522e+03 6.3301495327e+04 1.7522818625e+05 3.4311785880e+05 5.6697067970e+05 8.4678668061e+05 1.1825658710e+06
83.66000 4.0119795810e+00 7.3381715435e+03 6.3331689319e+04 1.7531191624e+05 3.4328189278e+05 5.6724178569e+05 8.4719162660e+05 1.1831314250e+06
83.68000 4.0119767116e+00 7.3415983349e+03 6.3361890511e+04 1.7539566623e+05 3.4344596597e+05 5.6751295648e+05 8.4759666939e+05 1.1836971141e+06
83.70000 4.0119738435e+00 7.3450259263e+03 6.3392098903e+04 1.7547943622e+05 3.4361007836e+05 5.6778419206e+05 8.4800180897e+05 1.1842629385e+06
83.72000 4.0119709769e+00 7.3484543177e+03 6.3422314495e+04 1.7556322620e+05 3.4377422995e+05 5.6805549245e+05 8.4840704536e+05 1.1848288981e+06
83.74000 4.0119681116e+00 7.3518835091e+03 6.3452537287e+04 1.7564703619e+05 3.4393842074e+05 5.6832685764e+05 8.4881237855e+05 1.1853949929e+06
83.76000 4.0119652476e+00 7.3553135005e+03 6.3482767279e+04 1.7573086618e+05 3.4410265072e+05 5.6859828763e+05 8.4921780854e+05 1.1859612229e+06
83.78000 4.0119623851e+00 7.3587442919e+03 6.3513004471e+04 1.7581471617e+05 3.4426691991e+05 5.6886978241e+05 8.4962333532e+05 1.1865275881e+06
83.80000 4.0119595239e+00 7.3621758833e+03 6.3543248862e+04 1.7589858616e+05 3.4443122830e+05 5.6914134200e+05 8.5002895891e+05 1.1870940885e+06
83.82000 4.0119566641e+00 7.3656082748e+03 6.3573500454e+04 1.7598247615e+05 3.4459557589e+05 5.6941296639e+05 8.5043467930e+05 1.1876607241e+06
83.84000 4.0119538056e+00 7.3690414662e+03 6.3603759246e+04 1.7606638614e+05 3.4475996268e+05 5.6968465558e+05 8.5084049649e+05 1.1882274948e+06
83.86000 4.0119509485e+00 7.3724754576e+03 6.3634025238e+04 1.7615031613e+05 3.4492438866e+05 5.6995640956e+05 8.5124641047e+05 1.1887944008e+06
83.88000 4.0119480928e+00 7.3759102490e+03 6.3664298430e+04 1.7623426612e+05 3.4508885385e+05 5.7022822835e+05 8.5165242126e+05 1.1893614420e+06
83.90000 4.0119452384e+00 7.3793458405e+03 6.3694578822e+04 1.7631823610e+05 3.4525335824e+05 5.7050011194e+05 8.5205852885e+05 1.1899286184e+06
83.92000 4.0119423854e+00 7.3827822319e+03 6.3724866414e+04 1.7640222609e+05 3.4541790183e+05 5.7077206033e+05 8.5246473324e+05 1.1904959300e+06
83.94000 4.0119395338e+00 7.3862194233e+03 6.3755161206e+04 1.7648623608e+05 3.4558248462e+05 5.7104407352e+05 8.5287103443e+05 1.1910633768e+06
83.96000 4.0119366835e+00 7.3896574148e+03 6.3785463198e+04 1.7657026607e+05 3.4574710660e+05 5.7131615150e+05 8.5327743241e+05 1.1916309588e+06
83.98000 4.0119338346e+00 7.3930962062e+03 6.3815772390e+04 1.7665431606e+05 3.4591176779e+05 5.7158829429e+05 8.5368392720e+05 1.1921986760e+06
84.00000 4.0119309871e+00 7.3965357977e+03 6.3846088782e+04 1.7673838605e+05 3.4607646818e+05 5.7186050188e+05 8.5409051879e+05 1.1927665284e+06
84.02000 4.0119281409e+00 7.3999761892e+03 6.3876412374e+04 1.7682247604e+05 3.4624120777e+05 5.7213277427e+05 8.5449720718e+05 1.1933345159e+06
84.04000 4.0119252961e+00 7.4034173806e+03 6.3906743166e+04 1.7690658603e+05 3.4640598656e+05 5.7240511145e+05 8.5490399236e+05 1.1939026387e+06
84.06000 4.0119224526e+00 7.4068593721e+03 6.3937081158e+04 1.7699071602e+05 3.4657080454e+05 5.7267751344e+05 8.5531087435e+05 1.1944708967e+06
84.08000 4.0119196105e+00 7.4103021636e+03 6.3967426350e+04 1.7707486600e+05 3.4673566173e+05 5.7294998023e+05 8.5571785314e+05 1.1950392899e+06
84.10000 4.0119167697e+00 7.4137457550e+03 6.3997778742e+04 1.7715903599e+05 3.4690055812e+05 5.7322251182e+05 8.5612492873e+05 1.1956078183e+06
84.12000 4.0119139303e+00 7.4171901465e+03 6.4028138334e+04 1.7724322598e+05 3.4706549371e+05 5.7349510820e+05 8.5653210111e+05 1.1961764819e+06
84.14000 4.0119110922e+00 7.4206353380e+03 6.4058505126e+04 1.7732743597e+05 3.4723046850e+05 5.7376776939e+05 8.5693937030e+05 1.1967452807e+06
84.16000 4.0119082555e+00 7.4240813295e+03 6.4088879118e+04 1.7741166596e+05 3.4739548249e+05 5.7404049538e+05 8.5734673629e+05 1.1973142147e+06
84.18000 4.0119054201e+00 7.4275281210e+03 6.4119260310e+04 1.7749591595e+05 3.4756053567e+05 5.7431328617e+05 8.5775419908e+05 1.1978832838e+06
84.20000 4.0119025861e+00 7.4309757125e+03 6.4149648702e+04 1.7758018594e+05 3.4772562806e+05 5.7458614176e+05 8.5816175867e+05 1.1984524882e+06
84.22000 4.0118997535e+00 7.4344241040e+03 6.4180044294e+04 1.7766447593e+05 3.4789075965e+05 5.7485906214e+05 8.5856941505e+05 1.1990218278e+06
84.24000 4.0118969222e+00 7.4378732955e+03 6.4210447086e+04 1.7774878592e+05 3.4805593044e+05 5.7513204733e+05 8.5897716824e+05 1.1995913026e+06
84.26000 4.0118940922e+00 7.4413232870e+03 6.4240857078e+04 1.7783311591e+05 3.4822114043e+05 5.7540509732e+05 8.5938501823e+05 1.2001609126e+06
84.28000 4.0118912636e+00 7.4447740785e+03 6.4271274270e+04 1.7791746589e+05 3.4838638961e+05 5.7567821211e+05 8.5979296502e+05 1.2007306578e+06
84.30000 4.0118884363e+00 7.4482256700e+03 6.4301698662e+04 1.7800183588e+05 3.4855167800e+05 5.7595139170e+05 8.6020100860e+05 1.2013005382e+06
84.32000 4.0118856104e+00 7.4516780615e+03 6.4332130254e+04 1.7808622587e+05 3.4871700559e+05 5.7622463608e+05 8.6060914899e+05 1.2018705538e+06
84.34000 4.0118827858e+00 7.4551312530e+03 6.4362569046e+04 1.7817063586e+05 3.4888237238e+05 5.7649794527e+05 8.6101738618e+05 1.2024407045e+06
84.36000 4.0118799625e+00 7.4585852446e+03 6.4393015038e+04 1.7825506585e+05 3.4904777837e+05 5.7677131926e+05 8.6142572017e+05 1.2030109905e+06
84.38000 4.0118771406e+00 7.4620400361e+03 6.4423468230e+04 1.7833951584e+05 3.4921322355e+05 5.7704475805e+05 8.6183415095e+05 1.2035814117e+06
84.40000 4.0118743201e+00 7.4654956276e+03 6.4453928622e+04 1.7842398583e+05 3.4937870794e+05 5.7731826163e+05 8.6224267854e+05 1.2041519681e+06
84.42000 4.0118715009e+00 7.4689520192e+03 6.4484396215e+04 1.7850847582e+05 3.4954423153e+05 5.7759183002e+05 8.6265130293e+05 1.2047226597e+06
84.44000 4.0118686830e+00 7.4724092107e+03 6.4514871007e+04 1.7859298581e+05 3.4970979432e+05 5.7786546321e+05 8.6306002412e+05 1.2052934865e+06
84.46000 4.0118658664e+00 7.4758672023e+03 6.4545352999e+04 1.7867751580e+05 3.4987539631e+05 5.7813916120e+05 8.6346884211e+05 1.2058644485e+06
84.48000 4.0118630512e+00 7.4793259938e+03 6.4575842191e+04 1.7876206578e+05 3.5004103750e+05 5.7841292399e+05 8.6387775689e+05 1.2064355457e+06
84.50000 4.0118602373e+00 7.4827855854e+03 6.4606338583e+04 1.7884663577e+05 3.5020671788e+05 5.7868675157e+05 8.6428676848e+05 1.2070067780e+06
84.52000 4.0118574248e+00 7.4862459769e+03 6.4636842175e+04 1.7893122576e+05 3.5037243747e+05 5.7896064396e+05 8.6469587687e+05 1.2075781456e+06
84.54000 4.0118546136e+00 7.4897071685e+03 6.4667352967e+04 1.7901583575e+05 3.5053819626e+05 5.7923460115e+05 8.6510508206e+05 1.2081496484e+06
84.56000 4.0118518037e+00 7.4931691601e+03 6.4697870959e+04 1.7910046574e+05 3.5070399425e+05 5.7950862314e+05 8.6551438405e+05 1.2087212864e+06
84.58000 4.0118489952e+00 7.4966319516e+03 6.4728396151e+04 1.7918511573e+05 3.5086983144e+05 5.7978270993e+05 8.6592378283e+05 1.2092930596e+06
84.60000 4.0118461880e+00 7.5000955432e+03 6.4758928543e+04 1.7926978572e+05 3.5103570782e+05 5.8005686151e+05 8.6633327842e+05 1.2098649680e+06
84.62000 4.0118433821e+00 7.5035599348e+03 6.4789468135e+04 1.7935447571e+05 3.5120162341e+05 5.8033107790e+05 8.6674287081e+05 1.2104370116e+06
84.64000 4.0118405775e+00 7.5070251264e+03 6.4820014927e+04 1.7943918570e+05 3.5136757820e+05 5.8060535909e+05 8.6715256000e+05 1.2110091904e+06
84.66000 4.0118377743e+00 7.5104911180e+03 6.4850568920e+04 1.7952391569e+05 3.5153357219e+05 5.8087970508e+05 8.6756234598e+05 1.2115815043e+06
84.68000 4.0118349724e+00 7.5139579095e+03 6.4881130112e+04 1.7960866567e+05 3.5169960538e+05 5.8115411586e+05 8.6797222877e+05 1.2121539535e+06
84.70000 4.0118321718e+00 7.5174255011e+03 6.4911698504e+04 1.7969343566e+05 3.5186567777e+05 5.8142859145e+05 8.6838220836e+05 1.2127265379e+06
84.72000 4.0118293726e+00 7.5208938927e+03 6.4942274096e+04 1.7977822565e+05 3.5203178935e+05 5.8170313184e+05 8.6879228475e+05 1.2132992575e+06
84.74000 4.0118265746e+00 7.5243630843e+03 6.4972856888e+04 1.7986303564e+05 3.5219794014e+05 5.8197773703e+05 8.6920245794e+05 1.2138721123e+06
84.76000 4.0118237780e+00 7.5278330759e+03 6.5003446880e+04 1.7994786563e+05 3.5236413013e+05 5.8225240702e+05 8.6961272792e+05 1.2144451023e+06
84.78000 4.0118209828e+00 7.5313038676e+03 6.5034044072e+04 1.8003271562e+05 3.5253035932e+05 5.8252714180e+05 8.7002309471e+05 1.2150182275e+06
84.80000 4.0118181888e+00 7.5347754592e+03 6.5064648464e+04 1.8011758561e+05 3.5269662771e+05 5.8280194139e+05 8.7043355830e+05 1.2155914879e+06
84.82000 4.0118153962e+00 7.5382478508e+03 6.5095260057e+04 1.8020247560e+05 3.5286293530e+05 5.8307680578e+05 8.7084411869e+05 1.2161648835e+06
84.84000 4.0118126048e+00 7.5417210424e+03 6.5125878849e+04 1.8028738559e+05 3.5302928208e+05 5.8335173497e+05 8.7125477588e+05 1.2167384142e+06
84.86000 4.0118098148e+00 7.5451950340e+03 6.5156504841e+04 1.8037231558e+05 3.5319566807e+05 5.8362672896e+05 8.7166552986e+05 1.2173120802e+06
84.88000 4.0118070262e+00 7.5486698257e+03 6.5187138033e+04 1.8045726557e+05 3.5336209326e+05 5.8390178774e+05 8.7207638065e+05 1.2178858814e+06
84.90000 4.0118042388e+00 7.5521454173e+03 6.5217778425e+04 1.8054223556e+05 3.5352855765e+05 5.8417691133e+05 8.7248732824e+05 1.2184598178e+06
84.92000 4.0118014527e+00 7.5556218089e+03 6.5248426017e+04 1.8062722554e+05 3.5369506124e+05 5.8445209972e+05 8.7289837263e+05 1.2190338894e+06
84.94000 4.0117986680e+00 7.5590990006e+03 6.5279080809e+04 1.8071223553e+05 3.5386160402e+05 5.8472735291e+05 8.7330951381e+05 1.2196080962e+06
84.96000 4.0117958846e+00 7.5625769922e+03 6.5309742802e+04 1.8079726552e+05 3.5402818601e+05 5.8500267090e+05 8.7372075180e+05 1.2201824382e+06
84.98000 4.0117931025e+00 7.5660557839e+03 6.5340411994e+04 1.8088231551e+05 3.5419480720e+05 5.8527805368e+05 8.7413208659e+05 1.2207569154e+06
85.00000 4.0117903217e+00 7.5695353755e+03 6.5371088386e+04 1.8096738550e+05 3.5436146759e+05 5.8555350127e+05 8.7454351818e+05 1.2213315277e+06
85.02000 4.0117875422e+00 7.5730157672e+03 6.5401771978e+04 1.8105247549e+05 3.5452816718e+05 5.8582901366e+05 8.7495504657e+05 1.2219062753e+06
85.04000 4.0117847640e+00 7.5764969589e+03 6.5432462770e+04 1.8113758548e+05 3.5469490597e+05 5.8610459085e+05 8.7536667175e+05 1.2224811581e+06
85.06000 4.0117819872e+00 7.5799789505e+03 6.5463160762e+04 1.8122271547e+05 3.5486168395e+05 5.8638023284e+05 8.7577839374e+05 1.2230561761e+06
85.08000 4.0117792116e+00 7.5834617422e+03 6.5493865955e+04 1.8130786546e+05 3.5502850114e+05 5.8665593962e+05 8.7619021253e+05 1.2236313293e+06
85.10000 4.0117764374e+00 7.5869453339e+03 6.5524578347e+04 1.8139303545e+05 3.5519535753e+05 5.8693171121e+05 8.7660212812e+05 1.2242066177e+06
85.12000 4.0117736644e+00 7.5904297255e+03 6.5555297939e+04 1.8147822544e+05 3.5536225312e+05 5.8720754760e+05 8.7701414051e+05 1.2247820413e+06
85.14000 4.0117708928e+00 7.5939149172e+03 6.5586024731e+04 1.8156343543e+05 3.5552918791e+05 5.8748344879e+05 8.7742624969e+05 1.2253576001e+06
85.16000 4.0117681224e+00 7.5974009089e+03 6.5616758723e+04 1.8164866541e+05 3.5569616190e+05 5.8775941478e+05 8.7783845568e+05 1.2259332940e+06
85.18000 4.0117653534e+00 7.6008877006e+03 6.5647499916e+04 1.8173391540e+05 3.5586317508e+05 5.8803544557e+05 8.7825075847e+05 1.2265091232e+06
85.20000 4.0117625857e+00 7.6043752923e+03 6.5678248308e+04 1.8181918539e+05 3.5603022747e+05 5.8831154115e+05 8.7866315806e+05 1.2270850876e+06
85.22000 4.0117598193e+00 7.6078636840e+03 6.5709003900e+04 1.8190447538e+05 3.5619731906e+05 5.8858770154e+05 8.7907565445e+05 1.2276611872e+06
85.24000 4.0117570541e+00 7.6113528757e+03 6.5739766692e+04 1.8198978537e+05 3.5636444985e+05 5.8886392673e+05 8.7948824763e+05 1.2282374220e+06
85.26000 4.0117542903e+00 7.6148428674e+03 6.5770536684e+04 1.8207511536e+05 3.5653161984e+05 5.8914021672e+05 8.7990093762e+05 1.2288137920e+06
85.28000 4.0117515278e+00 7.6183336591e+03 6.5801313877e+04 1.8216046535e+05 3.5669882903e+05 5.8941657151e+05 8.8031372441e+05 1.2293902972e+06
85.30000 4.0117487666e+00 7.6218252508e+03 6.5832098269e+04 1.8224583534e+05 3.5686607742e+05 5.8969299109e+05 8.8072660800e+05 1.2299669376e+06
85.32000 4.0117460066e+00 7.6253176425e+03 6.5862889861e+04 1.8233122533e+05 3.5703336500e+05 5.8996947548e+05 8.8113958839e+05 1.2305437132e+06
85.34000 4.0117432480e+00 7.6288108343e+03 6.5893688653e+04 1.8241663532e+05 3.5720069179e+05 5.9024602467e+05 8.8155266557e+05 1.2311206239e+06
85.36000 4.0117404907e+00 7.6323048260e+03 6.5924494646e+04 1.8250206531e+05 3.5736805778e+05 5.9052263866e+05 8.8196583956e+05 1.2316976699e+06
85.38000 4.0117377346e+00 7.6357996177e+03 6.5955307838e+04 1.8258751530e+05 3.5753546297e+05 5.9079931745e+05 8.8237911035e+05 1.2322748511e+06
85.40000 4.0117349799e+00 7.6392952094e+03 6.5986128230e+04 1.8267298529e+05 3.5770290736e+05 5.9107606103e+05 8.8279247794e+05 1.2328521675e+06
85.42000 4.0117322264e+00 7.6427916012e+03 6.6016955822e+04 1.8275847527e+05 3.5787039095e+05 5.9135286942e+05 8.8320594233e+05 1.2334296191e+06
85.44000 4.0117294742e+00 7.6462887929e+03 6.6047790615e+04 1.8284398526e+05 3.5803791373e+05 5.9162974261e+05 8.8361950351e+05 1.2340072059e+06
85.46000 4.0117267234e+00 7.6497867847e+03 6.6078632607e+04 1.8292951525e+05 3.5820547572e+05 5.9190668060e+05 8.8403316150e+05 1.2345849279e+06
85.48000 4.0117239738e+00 7.6532855764e+03 6.6109481799e+04 1.8301506524e+05 3.5837307691e+05 5.9218368339e+05 8.8444691629e+05 1.2351627851e+06
85.50000 4.0117212255e+00 7.6567851682e+03 6.6140338191e+04 1.8310063523e+05 3.5854071730e+05 5.9246075098e+05 8.8486076788e+05 1.2357407774e+06
85.52000 4.0117184785e+00 7.6602855599e+03 6.6171201784e+04 1.8318622522e+05 3.5870839689e+05 5.9273788336e+05 8.8527471627e+05 1.2363189050e+06
85.54000 4.0117157328e+00 7.6637867517e+03 6.6202072576e+04 1.8327183521e+05 3.5887611568e+05 5.9301508055e+05 8.8568876146e+05 1.2368971678e+06
85.56000 4.0117129883e+00 7.6672887434e+03 6.6232950568e+04 1.8335746520e+05 3.5904387366e+05 5.9329234254e+05 8.8610290344e+05 1.2374755658e+06
85.58000 4.0117102452e+00 7.6707915352e+03 6.6263835760e+04 1.8344311519e+05 3.5921167085e+05 5.9356966933e+05 8.8651714223e+05 1.2380540990e+06
85.60000 4.0117075033e+00 7.6742951270e+03 6.6294728153e+04 1.8352878518e+05 3.5937950724e+05 5.9384706092e+05 8.8693147782e+05 1.2386327674e+06
