# eta lambda l= m to 9 (computed with gyre.eval_lambda)
3.24000 4.3179398981e+00 2.8974030884e+01 1.1470667502e+02 2.7936881633e+02 5.2545357114e+02 8.5333851791e+02 1.2631135377e+03 1.7548078878e+03
3.26000 4.3159997594e+00 2.9177145490e+01 1.1594660727e+02 2.8268521468e+02 5.3188954985e+02 8.6393553483e+02 1.2789124748e+03 1.7768494146e+03
3.28000 4.3140822079e+00 2.9381151784e+01 1.1719389939e+02 2.8602183606e+02 5.3836496172e+02 8.7459756657e+02 1.2948083908e+03 1.7990262708e+03
3.30000 4.3121868700e+00 2.9586047985e+01 1.1844854771e+02 2.8937867509e+02 5.4487980096e+02 8.8532460770e+02 1.3108012810e+03 1.8213384530e+03
3.32000 4.3103133799e+00 2.9791832361e+01 1.1971054866e+02 2.9275572656e+02 5.5143406196e+02 8.9611665301e+02 1.3268911410e+03 1.8437859583e+03
3.34000 4.3084613794e+00 2.9998503220e+01 1.2097989880e+02 2.9615298541e+02 5.5802773930e+02 9.0697369743e+02 1.3430779668e+03 1.8663687834e+03
3.36000 4.3066305174e+00 3.0206058913e+01 1.2225659477e+02 2.9957044674e+02 5.6466082774e+02 9.1789573609e+02 1.3593617541e+03 1.8890869255e+03
3.38000 4.3048204504e+00 3.0414497829e+01 1.2354063331e+02 3.0300810581e+02 5.7133332219e+02 9.2888276426e+02 1.3757424990e+03 1.9119403816e+03
3.40000 4.3030308416e+00 3.0623818398e+01 1.2483201126e+02 3.0646595802e+02 5.7804521775e+02 9.3993477736e+02 1.3922201977e+03 1.9349291492e+03
3.42000 4.3012613612e+00 3.0834019089e+01 1.2613072556e+02 3.0994399892e+02 5.8479650965e+02 9.5105177098e+02 1.4087948466e+03 1.9580532255e+03
3.44000 4.2995116861e+00 3.1045098406e+01 1.2743677321e+02 3.1344222417e+02 5.9158719328e+02 9.6223374083e+02 1.4254664421e+03 1.9813126079e+03
3.46000 4.2977814996e+00 3.1257054890e+01 1.2875015131e+02 3.1696062958e+02 5.9841726417e+02 9.7348068275e+02 1.4422349806e+03 2.0047072939e+03
3.48000 4.2960704916e+00 3.1469887117e+01 1.3007085705e+02 3.2049921109e+02 6.0528671800e+02 9.8479259275e+02 1.4591004589e+03 2.0282372812e+03
3.50000 4.2943783579e+00 3.1683593696e+01 1.3139888768e+02 3.2405796474e+02 6.1219555056e+02 9.9616946692e+02 1.4760628737e+03 2.0519025675e+03
3.52000 4.2927048007e+00 3.1898173269e+01 1.3273424055e+02 3.2763688671e+02 6.1914375778e+02 1.0076113015e+03 1.4931222220e+03 2.0757031505e+03
3.54000 4.2910495280e+00 3.2113624512e+01 1.3407691306e+02 3.3123597327e+02 6.2613133572e+02 1.0191180928e+03 1.5102785006e+03 2.0996390280e+03
3.56000 4.2894122536e+00 3.2329946130e+01 1.3542690269e+02 3.3485522081e+02 6.3315828055e+02 1.0306898373e+03 1.5275317066e+03 2.1237101979e+03
3.58000 4.2877926970e+00 3.2547136858e+01 1.3678420699e+02 3.3849462583e+02 6.4022458854e+02 1.0423265316e+03 1.5448818371e+03 2.1479166582e+03
3.60000 4.2861905831e+00 3.2765195462e+01 1.3814882357e+02 3.4215418491e+02 6.4733025611e+02 1.0540281724e+03 1.5623288895e+03 2.1722584068e+03
3.62000 4.2846056424e+00 3.2984120735e+01 1.3952075013e+02 3.4583389475e+02 6.5447527974e+02 1.0657947563e+03 1.5798728610e+03 2.1967354420e+03
3.64000 4.2830376106e+00 3.3203911500e+01 1.4089998439e+02 3.4953375212e+02 6.6165965604e+02 1.0776262804e+03 1.5975137490e+03 2.2213477618e+03
3.66000 4.2814862285e+00 3.3424566603e+01 1.4228652416e+02 3.5325375391e+02 6.6888338171e+02 1.0895227414e+03 1.6152515510e+03 2.2460953645e+03
3.68000 4.2799512420e+00 3.3646084921e+01 1.4368036730e+02 3.5699389706e+02 6.7614645354e+02 1.1014841365e+03 1.6330862645e+03 2.2709782482e+03
3.70000 4.2784324019e+00 3.3868465353e+01 1.4508151172e+02 3.6075417863e+02 6.8344886841e+02 1.1135104628e+03 1.6510178873e+03 2.2959964114e+03
3.72000 4.2769294638e+00 3.4091706824e+01 1.4648995541e+02 3.6453459573e+02 6.9079062331e+02 1.1256017175e+03 1.6690464168e+03 2.3211498522e+03
3.74000 4.2754421880e+00 3.4315808284e+01 1.4790569638e+02 3.6833514558e+02 6.9817171528e+02 1.1377578979e+03 1.6871718511e+03 2.3464385693e+03
3.76000 4.2739703394e+00 3.4540768705e+01 1.4932873270e+02 3.7215582546e+02 7.0559214148e+02 1.1499790014e+03 1.7053941877e+03 2.3718625609e+03
3.78000 4.2725136874e+00 3.4766587083e+01 1.5075906250e+02 3.7599663270e+02 7.1305189911e+02 1.1622650254e+03 1.7237134247e+03 2.3974218257e+03
3.80000 4.2710720058e+00 3.4993262436e+01 1.5219668396e+02 3.7985756475e+02 7.2055098548e+02 1.1746159674e+03 1.7421295599e+03 2.4231163621e+03
3.82000 4.2696450727e+00 3.5220793803e+01 1.5364159528e+02 3.8373861909e+02 7.2808939796e+02 1.1870318250e+03 1.7606425915e+03 2.4489461687e+03
3.84000 4.2682326704e+00 3.5449180245e+01 1.5509379474e+02 3.8763979328e+02 7.3566713398e+02 1.1995125958e+03 1.7792525173e+03 2.4749112441e+03
3.86000 4.2668345851e+00 3.5678420842e+01 1.5655328064e+02 3.9156108494e+02 7.4328419106e+02 1.2120582776e+03 1.7979593356e+03 2.5010115871e+03
3.88000 4.2654506073e+00 3.5908514697e+01 1.5802005133e+02 3.9550249176e+02 7.5094056676e+02 1.2246688682e+03 1.8167630445e+03 2.5272471962e+03
3.90000 4.2640805312e+00 3.6139460929e+01 1.5949410521e+02 3.9946401148e+02 7.5863625875e+02 1.2373443653e+03 1.8356636423e+03 2.5536180702e+03
3.92000 4.2627241550e+00 3.6371258678e+01 1.6097544069e+02 4.0344564191e+02 7.6637126471e+02 1.2500847669e+03 1.8546611271e+03 2.5801242080e+03
3.94000 4.2613812806e+00 3.6603907101e+01 1.6246405625e+02 4.0744738090e+02 7.7414558241e+02 1.2628900709e+03 1.8737554973e+03 2.6067656082e+03
3.96000 4.2600517134e+00 3.6837405375e+01 1.6395995040e+02 4.1146922637e+02 7.8195920967e+02 1.2757602752e+03 1.8929467512e+03 2.6335422698e+03
3.98000 4.2587352626e+00 3.7071752692e+01 1.6546312168e+02 4.1551117629e+02 7.8981214437e+02 1.2886953781e+03 1.9122348873e+03 2.6604541915e+03
4.00000 4.2574317408e+00 3.7306948264e+01 1.6697356866e+02 4.1957322867e+02 7.9770438445e+02 1.3016953775e+03 1.9316199039e+03 2.6875013723e+03
4.02000 4.2561409640e+00 3.7542991317e+01 1.6849128996e+02 4.2365538158e+02 8.0563592788e+02 1.3147602717e+03 1.9511017996e+03 2.7146838111e+03
4.04000 4.2548627516e+00 3.7779881094e+01 1.7001628422e+02 4.2775763314e+02 8.1360677271e+02 1.3278900588e+03 1.9706805728e+03 2.7420015068e+03
4.06000 4.2535969263e+00 3.8017616854e+01 1.7154855012e+02 4.3187998150e+02 8.2161691703e+02 1.3410847370e+03 1.9903562222e+03 2.7694544584e+03
4.08000 4.2523433140e+00 3.8256197871e+01 1.7308808636e+02 4.3602242488e+02 8.2966635895e+02 1.3543443048e+03 2.0101287463e+03 2.7970426650e+03
4.10000 4.2511017437e+00 3.8495623435e+01 1.7463489169e+02 4.4018496152e+02 8.3775509668e+02 1.3676687603e+03 2.0299981437e+03 2.8247661255e+03
4.12000 4.2498720475e+00 3.8735892850e+01 1.7618896488e+02 4.4436758973e+02 8.4588312843e+02 1.3810581020e+03 2.0499644131e+03 2.8526248390e+03
4.14000 4.2486540604e+00 3.8977005433e+01 1.7775030471e+02 4.4857030782e+02 8.5405045247e+02 1.3945123283e+03 2.0700275533e+03 2.8806188045e+03
4.16000 4.2474476206e+00 3.9218960516e+01 1.7931891002e+02 4.5279311419e+02 8.6225706711e+02 1.4080314376e+03 2.0901875628e+03 2.9087480212e+03
4.18000 4.2462525690e+00 3.9461757446e+01 1.8089477966e+02 4.5703600723e+02 8.7050297071e+02 1.4216154285e+03 2.1104444406e+03 2.9370124882e+03
4.20000 4.2450687492e+00 3.9705395581e+01 1.8247791249e+02 4.6129898541e+02 8.7878816166e+02 1.4352642994e+03 2.1307981853e+03 2.9654122046e+03
4.22000 4.2438960078e+00 3.9949874291e+01 1.8406830744e+02 4.6558204720e+02 8.8711263840e+02 1.4489780490e+03 2.1512487958e+03 2.9939471697e+03
4.24000 4.2427341940e+00 4.0195192962e+01 1.8566596342e+02 4.6988519113e+02 8.9547639938e+02 1.4627566759e+03 2.1717962709e+03 3.0226173824e+03
4.26000 4.2415831595e+00 4.0441350990e+01 1.8727087938e+02 4.7420841577e+02 9.0387944311e+02 1.4766001786e+03 2.1924406096e+03 3.0514228422e+03
4.28000 4.2404427589e+00 4.0688347784e+01 1.8888305431e+02 4.7855171969e+02 9.1232176814e+02 1.4905085558e+03 2.2131818107e+03 3.0803635481e+03
4.30000 4.2393128491e+00 4.0936182762e+01 1.9050248721e+02 4.8291510152e+02 9.2080337304e+02 1.5044818063e+03 2.2340198731e+03 3.1094394995e+03
4.32000 4.2381932895e+00 4.1184855357e+01 1.9212917708e+02 4.8729855992e+02 9.2932425642e+02 1.5185199287e+03 2.2549547959e+03 3.1386506956e+03
4.34000 4.2370839420e+00 4.1434365011e+01 1.9376312298e+02 4.9170209357e+02 9.3788441691e+02 1.5326229218e+03 2.2759865779e+03 3.1679971356e+03
4.36000 4.2359846707e+00 4.1684711177e+01 1.9540432397e+02 4.9612570119e+02 9.4648385320e+02 1.5467907845e+03 2.2971152181e+03 3.1974788188e+03
4.38000 4.2348953424e+00 4.1935893320e+01 1.9705277912e+02 5.0056938152e+02 9.5512256397e+02 1.5610235155e+03 2.3183407157e+03 3.2270957447e+03
4.40000 4.2338158257e+00 4.2187910913e+01 1.9870848756e+02 5.0503313333e+02 9.6380054796e+02 1.5753211137e+03 2.3396630696e+03 3.2568479124e+03
4.42000 4.2327459919e+00 4.2440763442e+01 2.0037144839e+02 5.0951695542e+02 9.7251780394e+02 1.5896835778e+03 2.3610822790e+03 3.2867353213e+03
4.44000 4.2316857142e+00 4.2694450399e+01 2.0204166076e+02 5.1402084662e+02 9.8127433069e+02 1.6041109069e+03 2.3825983428e+03 3.3167579708e+03
4.46000 4.2306348679e+00 4.2948971289e+01 2.0371912384e+02 5.1854480579e+02 9.9007012702e+02 1.6186030999e+03 2.4042112603e+03 3.3469158602e+03
4.48000 4.2295933307e+00 4.3204325626e+01 2.0540383679e+02 5.2308883178e+02 9.9890519178e+02 1.6331601557e+03 2.4259210305e+03 3.3772089889e+03
4.50000 4.2285609820e+00 4.3460512931e+01 2.0709579882e+02 5.2765292352e+02 1.0077795238e+03 1.6477820732e+03 2.4477276526e+03 3.4076373564e+03
4.52000 4.2275377034e+00 4.3717532736e+01 2.0879500913e+02 5.3223707992e+02 1.0166931221e+03 1.6624688514e+03 2.4696311257e+03 3.4382009620e+03
4.54000 4.2265233786e+00 4.3975384582e+01 2.1050146696e+02 5.3684129994e+02 1.0256459854e+03 1.6772204894e+03 2.4916314491e+03 3.4688998051e+03
4.56000 4.2255178929e+00 4.4234068016e+01 2.1221517156e+02 5.4146558254e+02 1.0346381128e+03 1.6920369862e+03 2.5137286219e+03 3.4997338852e+03
4.58000 4.2245211338e+00 4.4493582596e+01 2.1393612217e+02 5.4610992671e+02 1.0436695032e+03 1.7069183409e+03 2.5359226434e+03 3.5307032016e+03
4.60000 4.2235329906e+00 4.4753927887e+01 2.1566431808e+02 5.5077433148e+02 1.0527401556e+03 1.7218645524e+03 2.5582135128e+03 3.5618077540e+03
4.62000 4.2225533542e+00 4.5015103462e+01 2.1739975859e+02 5.5545879588e+02 1.0618500690e+03 1.7368756200e+03 2.5806012294e+03 3.5930475417e+03
4.64000 4.2215821176e+00 4.5277108903e+01 2.1914244298e+02 5.6016331896e+02 1.0709992424e+03 1.7519515427e+03 2.6030857924e+03 3.6244225643e+03
4.66000 4.2206191753e+00 4.5539943797e+01 2.2089237060e+02 5.6488789980e+02 1.0801876748e+03 1.7670923196e+03 2.6256672011e+03 3.6559328211e+03
4.68000 4.2196644237e+00 4.5803607742e+01 2.2264954076e+02 5.6963253749e+02 1.0894153655e+03 1.7822979500e+03 2.6483454549e+03 3.6875783117e+03
4.70000 4.2187177607e+00 4.6068100339e+01 2.2441395281e+02 5.7439723115e+02 1.0986823133e+03 1.7975684330e+03 2.6711205529e+03 3.7193590357e+03
4.72000 4.2177790860e+00 4.6333421201e+01 2.2618560612e+02 5.7918197991e+02 1.1079885175e+03 1.8129037677e+03 2.6939924946e+03 3.7512749925e+03
4.74000 4.2168483008e+00 4.6599569945e+01 2.2796450006e+02 5.8398678291e+02 1.1173339772e+03 1.8283039534e+03 2.7169612794e+03 3.7833261817e+03
4.76000 4.2159253080e+00 4.6866546194e+01 2.2975063401e+02 5.8881163934e+02 1.1267186915e+03 1.8437689893e+03 2.7400269064e+03 3.8155126028e+03
4.78000 4.2150100121e+00 4.7134349580e+01 2.3154400738e+02 5.9365654836e+02 1.1361426595e+03 1.8592988746e+03 2.7631893752e+03 3.8478342553e+03
4.80000 4.2141023188e+00 4.7402979740e+01 2.3334461956e+02 5.9852150917e+02 1.1456058805e+03 1.8748936085e+03 2.7864486852e+03 3.8802911389e+03
4.82000 4.2132021356e+00 4.7672436318e+01 2.3515246998e+02 6.0340652101e+02 1.1551083537e+03 1.8905531905e+03 2.8098048356e+03 3.9128832531e+03
4.84000 4.2123093714e+00 4.7942718965e+01 2.3696755808e+02 6.0831158309e+02 1.1646500782e+03 1.9062776196e+03 2.8332578259e+03 3.9456105974e+03
4.86000 4.2114239365e+00 4.8213827336e+01 2.3878988330e+02 6.1323669467e+02 1.1742310533e+03 1.9220668953e+03 2.8568076556e+03 3.9784731715e+03
4.88000 4.2105457426e+00 4.8485761094e+01 2.4061944509e+02 6.1818185500e+02 1.1838512782e+03 1.9379210168e+03 2.8804543240e+03 4.0114709749e+03
4.90000 4.2096747029e+00 4.8758519907e+01 2.4245624291e+02 6.2314706337e+02 1.1935107522e+03 1.9538399835e+03 2.9041978306e+03 4.0446040072e+03
4.92000 4.2088107318e+00 4.9032103449e+01 2.4430027624e+02 6.2813231906e+02 1.2032094746e+03 1.9698237946e+03 2.9280381749e+03 4.0778722681e+03
4.94000 4.2079537451e+00 4.9306511399e+01 2.4615154457e+02 6.3313762139e+02 1.2129474446e+03 1.9858724496e+03 2.9519753563e+03 4.1112757572e+03
4.96000 4.2071036598e+00 4.9581743442e+01 2.4801004739e+02 6.3816296966e+02 1.2227246615e+03 2.0019859478e+03 2.9760093743e+03 4.1448144740e+03
4.98000 4.2062603944e+00 4.9857799268e+01 2.4987578420e+02 6.4320836321e+02 1.2325411248e+03 2.0181642886e+03 3.0001402284e+03 4.1784884182e+03
5.00000 4.2054238686e+00 5.0134678573e+01 2.5174875452e+02 6.4827380138e+02 1.2423968336e+03 2.0344074713e+03 3.0243679180e+03 4.2122975895e+03
5.02000 4.2045940031e+00 5.0412381057e+01 2.5362895788e+02 6.5335928353e+02 1.2522917873e+03 2.0507154955e+03 3.0486924428e+03 4.2462419875e+03
5.04000 4.2037707200e+00 5.0690906427e+01 2.5551639379e+02 6.5846480904e+02 1.2622259854e+03 2.0670883604e+03 3.0731138021e+03 4.2803216118e+03
5.06000 4.2029539427e+00 5.0970254392e+01 2.5741106181e+02 6.6359037727e+02 1.2721994271e+03 2.0835260655e+03 3.0976319955e+03 4.3145364621e+03
5.08000 4.2021435955e+00 5.1250424669e+01 2.5931296148e+02 6.6873598763e+02 1.2822121118e+03 2.1000286102e+03 3.1222470225e+03 4.3488865381e+03
5.10000 4.2013396040e+00 5.1531416977e+01 2.6122209236e+02 6.7390163951e+02 1.2922640389e+03 2.1165959940e+03 3.1469588828e+03 4.3833718393e+03
5.12000 4.2005418950e+00 5.1813231041e+01 2.6313845402e+02 6.7908733234e+02 1.3023552079e+03 2.1332282164e+03 3.1717675758e+03 4.4179923656e+03
5.14000 4.1997503962e+00 5.2095866591e+01 2.6506204602e+02 6.8429306554e+02 1.3124856181e+03 2.1499252767e+03 3.1966731010e+03 4.4527481166e+03
5.16000 4.1989650365e+00 5.2379323361e+01 2.6699286795e+02 6.8951883854e+02 1.3226552689e+03 2.1666871746e+03 3.2216754581e+03 4.4876390919e+03
5.18000 4.1981857459e+00 5.2663601088e+01 2.6893091940e+02 6.9476465080e+02 1.3328641599e+03 2.1835139093e+03 3.2467746467e+03 4.5226652913e+03
5.20000 4.1974124553e+00 5.2948699515e+01 2.7087619996e+02 7.0003050177e+02 1.3431122904e+03 2.2004054806e+03 3.2719706662e+03 4.5578267145e+03
5.22000 4.1966450968e+00 5.3234618389e+01 2.7282870924e+02 7.0531639091e+02 1.3533996599e+03 2.2173618878e+03 3.2972635164e+03 4.5931233611e+03
5.24000 4.1958836033e+00 5.3521357461e+01 2.7478844685e+02 7.1062231772e+02 1.3637262678e+03 2.2343831304e+03 3.3226531967e+03 4.6285552309e+03
5.26000 4.1951279090e+00 5.3808916484e+01 2.7675541240e+02 7.1594828166e+02 1.3740921137e+03 2.2514692081e+03 3.3481397069e+03 4.6641223235e+03
5.28000 4.1943779487e+00 5.4097295219e+01 2.7872960552e+02 7.2129428224e+02 1.3844971970e+03 2.2686201203e+03 3.3737230464e+03 4.6998246388e+03
5.30000 4.1936336584e+00 5.4386493426e+01 2.8071102584e+02 7.2666031897e+02 1.3949415172e+03 2.2858358665e+03 3.3994032150e+03 4.7356621763e+03
5.32000 4.1928949749e+00 5.4676510874e+01 2.8269967300e+02 7.3204639135e+02 1.4054250738e+03 2.3031164463e+03 3.4251802122e+03 4.7716349359e+03
5.34000 4.1921618361e+00 5.4967347331e+01 2.8469554663e+02 7.3745249891e+02 1.4159478663e+03 2.3204618593e+03 3.4510540377e+03 4.8077429173e+03
5.36000 4.1914341805e+00 5.5259002572e+01 2.8669864640e+02 7.4287864117e+02 1.4265098943e+03 2.3378721051e+03 3.4770246911e+03 4.8439861202e+03
5.38000 4.1907119479e+00 5.5551476374e+01 2.8870897195e+02 7.4832481769e+02 1.4371111573e+03 2.3553471831e+03 3.5030921720e+03 4.8803645444e+03
5.40000 4.1899950786e+00 5.5844768516e+01 2.9072652296e+02 7.5379102800e+02 1.4477516548e+03 2.3728870930e+03 3.5292564802e+03 4.9168781896e+03
5.42000 4.1892835139e+00 5.6138878785e+01 2.9275129907e+02 7.5927727167e+02 1.4584313864e+03 2.3904918343e+03 3.5555176152e+03 4.9535270555e+03
5.44000 4.1885771959e+00 5.6433806966e+01 2.9478329998e+02 7.6478354825e+02 1.4691503515e+03 2.4081614067e+03 3.5818755768e+03 4.9903111419e+03
5.46000 4.1878760677e+00 5.6729552851e+01 2.9682252535e+02 7.7030985731e+02 1.4799085499e+03 2.4258958097e+03 3.6083303646e+03 5.0272304486e+03
5.48000 4.1871800729e+00 5.7026116235e+01 2.9886897488e+02 7.7585619843e+02 1.4907059809e+03 2.4436950430e+03 3.6348819782e+03 5.0642849753e+03
5.50000 4.1864891562e+00 5.7323496913e+01 3.0092264824e+02 7.8142257121e+02 1.5015426444e+03 2.4615591062e+03 3.6615304174e+03 5.1014747218e+03
5.52000 4.1858032630e+00 5.7621694686e+01 3.0298354515e+02 7.8700897522e+02 1.5124185397e+03 2.4794879989e+03 3.6882756818e+03 5.1387996879e+03
5.54000 4.1851223392e+00 5.7920709359e+01 3.0505166529e+02 7.9261541007e+02 1.5233336665e+03 2.4974817207e+03 3.7151177711e+03 5.1762598733e+03
5.56000 4.1844463319e+00 5.8220540737e+01 3.0712700838e+02 7.9824187536e+02 1.5342880244e+03 2.5155402712e+03 3.7420566851e+03 5.2138552778e+03
5.58000 4.1837751886e+00 5.8521188629e+01 3.0920957412e+02 8.0388837072e+02 1.5452816130e+03 2.5336636501e+03 3.7690924233e+03 5.2515859012e+03
5.60000 4.1831088576e+00 5.8822652847e+01 3.1129936222e+02 8.0955489575e+02 1.5563144319e+03 2.5518518571e+03 3.7962249856e+03 5.2894517432e+03
5.62000 4.1824472882e+00 5.9124933208e+01 3.1339637241e+02 8.1524145008e+02 1.5673864807e+03 2.5701048917e+03 3.8234543716e+03 5.3274528038e+03
5.64000 4.1817904299e+00 5.9428029528e+01 3.1550060442e+02 8.2094803335e+02 1.5784977591e+03 2.5884227537e+03 3.8507805811e+03 5.3655890826e+03
5.66000 4.1811382334e+00 5.9731941628e+01 3.1761205796e+02 8.2667464519e+02 1.5896482667e+03 2.6068054427e+03 3.8782036137e+03 5.4038605794e+03
5.68000 4.1804906497e+00 6.0036669331e+01 3.1973073278e+02 8.3242128525e+02 1.6008380031e+03 2.6252529584e+03 3.9057234692e+03 5.4422672941e+03
5.70000 4.1798476306e+00 6.0342212463e+01 3.2185662860e+02 8.3818795317e+02 1.6120669679e+03 2.6437653004e+03 3.9333401474e+03 5.4808092264e+03
5.72000 4.1792091288e+00 6.0648570852e+01 3.2398974518e+02 8.4397464861e+02 1.6233351609e+03 2.6623424685e+03 3.9610536478e+03 5.5194863762e+03
5.74000 4.1785750972e+00 6.0955744329e+01 3.2613008226e+02 8.4978137124e+02 1.6346425816e+03 2.6809844622e+03 3.9888639704e+03 5.5582987433e+03
5.76000 4.1779454897e+00 6.1263732729e+01 3.2827763959e+02 8.5560812072e+02 1.6459892298e+03 2.6996912814e+03 4.0167711148e+03 5.5972463274e+03
5.78000 4.1773202606e+00 6.1572535885e+01 3.3043241692e+02 8.6145489672e+02 1.6573751050e+03 2.7184629256e+03 4.0447750808e+03 5.6363291284e+03
5.80000 4.1766993650e+00 6.1882153638e+01 3.3259441401e+02 8.6732169892e+02 1.6688002070e+03 2.7372993947e+03 4.0728758681e+03 5.6755471460e+03
5.82000 4.1760827585e+00 6.2192585826e+01 3.3476363062e+02 8.7320852700e+02 1.6802645355e+03 2.7562006883e+03 4.1010734764e+03 5.7149003802e+03
5.84000 4.1754703972e+00 6.2503832294e+01 3.3694006652e+02 8.7911538066e+02 1.6917680901e+03 2.7751668060e+03 4.1293679056e+03 5.7543888308e+03
5.86000 4.1748622381e+00 6.2815892887e+01 3.3912372148e+02 8.8504225957e+02 1.7033108704e+03 2.7941977477e+03 4.1577591554e+03 5.7940124975e+03
5.88000 4.1742582384e+00 6.3128767451e+01 3.4131459527e+02 8.9098916345e+02 1.7148928763e+03 2.8132935131e+03 4.1862472256e+03 5.8337713801e+03
5.90000 4.1736583561e+00 6.3442455836e+01 3.4351268767e+02 8.9695609199e+02 1.7265141074e+03 2.8324541018e+03 4.2148321158e+03 5.8736654786e+03
5.92000 4.1730625498e+00 6.3756957894e+01 3.4571799845e+02 9.0294304490e+02 1.7381745634e+03 2.8516795136e+03 4.2435138260e+03 5.9136947928e+03
5.94000 4.1724707784e+00 6.4072273479e+01 3.4793052740e+02 9.0895002189e+02 1.7498742440e+03 2.8709697482e+03 4.2722923558e+03 5.9538593224e+03
5.96000 4.1718830016e+00 6.4388402446e+01 3.5015027431e+02 9.1497702268e+02 1.7616131489e+03 2.8903248054e+03 4.3011677052e+03 5.9941590673e+03
5.98000 4.1712991795e+00 6.4705344655e+01 3.5237723897e+02 9.2102404699e+02 1.7733912778e+03 2.9097446849e+03 4.3301398737e+03 6.0345940274e+03
6.00000 4.1707192726e+00 6.5023099963e+01 3.5461142117e+02 9.2709109454e+02 1.7852086305e+03 2.9292293864e+03 4.3592088612e+03 6.0751642025e+03
6.02000 4.1701432423e+00 6.5341668234e+01 3.5685282071e+02 9.3317816507e+02 1.7970652066e+03 2.9487789097e+03 4.3883746676e+03 6.1158695924e+03
6.04000 4.1695710501e+00 6.5661049332e+01 3.5910143738e+02 9.3928525830e+02 1.8089610060e+03 2.9683932546e+03 4.4176372926e+03 6.1567101970e+03
6.06000 4.1690026583e+00 6.5981243121e+01 3.6135727099e+02 9.4541237398e+02 1.8208960283e+03 2.9880724207e+03 4.4469967360e+03 6.1976860161e+03
6.08000 4.1684380293e+00 6.6302249470e+01 3.6362032134e+02 9.5155951185e+02 1.8328702732e+03 3.0078164080e+03 4.4764529975e+03 6.2387970497e+03
6.10000 4.1678771265e+00 6.6624068248e+01 3.6589058825e+02 9.5772667164e+02 1.8448837406e+03 3.0276252160e+03 4.5060060771e+03 6.2800432974e+03
6.12000 4.1673199134e+00 6.6946699325e+01 3.6816807153e+02 9.6391385312e+02 1.8569364302e+03 3.0474988446e+03 4.5356559744e+03 6.3214247593e+03
6.14000 4.1667663541e+00 6.7270142576e+01 3.7045277098e+02 9.7012105603e+02 1.8690283416e+03 3.0674372936e+03 4.5654026894e+03 6.3629414350e+03
6.16000 4.1662164131e+00 6.7594397875e+01 3.7274468643e+02 9.7634828013e+02 1.8811594747e+03 3.0874405627e+03 4.5952462218e+03 6.4045933246e+03
6.18000 4.1656700554e+00 6.7919465098e+01 3.7504381770e+02 9.8259552519e+02 1.8933298292e+03 3.1075086517e+03 4.6251865714e+03 6.4463804279e+03
6.20000 4.1651272464e+00 6.8245344124e+01 3.7735016460e+02 9.8886279096e+02 1.9055394049e+03 3.1276415604e+03 4.6552237381e+03 6.4883027447e+03
6.22000 4.1645879521e+00 6.8572034832e+01 3.7966372697e+02 9.9515007722e+02 1.9177882016e+03 3.1478392886e+03 4.6853577216e+03 6.5303602749e+03
6.24000 4.1640521387e+00 6.8899537103e+01 3.8198450463e+02 1.0014573837e+03 1.9300762189e+03 3.1681018360e+03 4.7155885218e+03 6.5725530183e+03
